,Доходы гостиниц и аналогичных средств размещения,Число гостиниц и средств размещения,Численность размещенных лиц в гостиницах и ананлогичных средствах размещения,Число ночевок в гостиницах и ананлогичных средствах размещения,"Средняя численность работников, включая внешних совместителей",Число туристских фирм,"Средства, поступившие от реализации туристкого продукта",Число реализованных турпакетов населению
473,,,,,False,,,
474,,,,,False,,,
475,,,,,False,,,
476,,,,,False,,,
477,,,,,False,,,
478,,,,,False,,,
479,,,,,False,,,
480,,,,,False,,,
481,,,,,False,,,
482,,,,,False,,,
483,,,,,False,,,
484,,,,,False,,,
485,,,,,False,,,
486,,,,,False,,,
487,,,,,False,,,
488,,,,,False,,,
489,,,,,False,,,
490,,,,,False,,,
491,,,,,False,,,
492,,,,,False,,,
493,,,,,False,-1.724517906336088,,
494,,,,,False,-1.7451790633608817,,
495,,,,,True,-1.7038567493112948,,
496,,,,,True,-1.6694214876033058,,
497,,,,,True,-1.5730027548209369,,
498,,,,,False,-1.5385674931129476,,
499,,,,,False,-1.6487603305785123,,
500,-0.5479605375452448,-0.9967105263157894,-0.9951467011072176,-0.7171167209003955,True,-1.393939393939394,,-1.8098969694751552
501,-0.6737986672964147,-0.980263157894737,-1.152454852219221,-0.8273347631417634,False,-1.3388429752066116,-1.871359174097866,-1.7506832487049508
502,-0.3892672916144539,-0.7664473684210527,-0.8943695710027055,-0.2827208725902956,True,-1.2148760330578512,-1.8645617925074345,-1.7182281545966176
503,-0.2182383687782689,-0.6348684210526316,-0.7208109325794698,-0.1501024224828451,True,-0.980716253443526,-1.845089244914778,-1.661871893096146
504,-0.0614962386019337,-0.6184210526315788,-0.8181652119307796,-0.2256151387501339,True,-0.8911845730027548,-1.8126627072722632,-1.6480951716082226
505,-0.355607830976939,-0.4621710526315787,-0.8893856026668472,-0.5756344866276,False,-1.1873278236914602,-1.4785468666800243,-1.845692089900992
506,-0.4045484232922629,-0.1743421052631579,-0.7289755842482333,-0.6761947324691762,False,-1.1666666666666667,-1.677883382963635,-1.809603644406902
507,-0.5237455497167902,-0.1003289473684212,-0.6150352148021225,-0.5999501705920118,False,-0.9738292011019284,-1.7547244233346873,-1.6015415500257957
508,-0.6410413309120606,-0.0592105263157896,-0.5605438685158424,-0.4742346737549394,False,-0.9118457300275482,-1.773226056570886,-1.684069977293612
509,-0.5116872470556368,-0.388157894736842,-0.6380263836720972,-0.5937224612002518,False,-0.9462809917355371,-1.719704255908974,-1.6706905693416867
510,,,,,False,,,
511,,,,,False,,,
512,,,,,False,,,
513,,,,,False,,,
514,,,,,False,,,
515,,,,,False,,,
516,,,,,False,,,
517,,,,,False,,,
518,,,,,False,,,
519,,,,,False,,,
520,,,,,False,,,
521,,,,,False,,,
522,,,,,False,,,
523,,,,,False,,,
524,,,,,False,,,
525,,,,,False,,,
526,,,,,False,,,
527,,,,,False,,,
528,,,,,False,,,
529,,,,,False,,,
530,,,,,False,,,
531,,,,,False,,,
532,,,,,False,,,
533,,,,,False,,,
534,,,,,False,,,
535,,,,,False,,,
536,,,,,False,,,
537,,,,,False,,,
538,,,,,False,,,
539,,,,,False,,,
540,,,,,False,,,
541,,,,,False,,,
542,,,,,False,,,
543,,,,,False,,,
544,,,,,False,-1.9793388429752063,,
545,,,,,True,-1.9517906336088156,,
546,,,,,False,-1.9586776859504127,,
547,,,,,True,-1.9517906336088156,,
548,,,,,True,-1.931129476584022,,
549,,,,,True,-1.8898071625344357,,
550,,,,,True,-1.9517906336088156,,
551,-1.5554667725223412,-1.5641447368421053,-1.770003659211291,-1.6385746783192017,True,-1.9449035812672173,,-1.9923451619284955
552,-1.4866794466374786,-1.629934210526316,-1.741334001367973,-1.4736439444496277,False,-1.9449035812672173,-1.9995580246406903,-1.9925438660069892
553,-1.4094924740429835,-1.5230263157894737,-1.5780847384626877,-1.3733184597773846,False,-1.87603305785124,-1.9810704912976864,-1.950920092611997
554,-1.4341704040991623,-1.5970394736842106,-1.6317502818818268,-1.428467505323062,True,-1.827823691460055,-1.9683347493664851,-1.9391681656839268
555,-1.4564388969565831,-1.588815789473684,-1.7194196152400605,-1.477426138689989,True,-1.81404958677686,-1.969337074853828,-1.9504564497621777
556,-1.4318517820366012,-1.4490131578947367,-1.5945978777741725,-1.6332818157696196,True,-1.8209366391184572,-1.860966904110941,-1.963211359181693
557,-1.366874653709115,-1.399671052631579,-1.6472858515165592,-1.702833329942845,False,-1.862258953168044,-1.965387657241714,-1.970658031075728
558,-1.3696876393266653,-1.350328947368421,-1.5978894171174052,-1.6405134291535974,False,-1.8484848484848484,-1.944140404879323,-1.966333851843741
559,-1.2928514444649335,-1.2927631578947367,-1.5764593950103998,-1.5977755870356245,False,-1.896694214876033,-1.9472573980365044,-1.95525373394296
560,-1.1106748481409665,-1.268092105263158,-1.4463881483573815,-1.5058499014660385,False,-1.800275482093664,-1.7691731146479,-1.961328401485489
